0,0003
4,4039
0,0029
0,0026
0,0030
0,0027
0,0023
0,0024
0,0000
0,0019
0,0027
0,0028
0,0020
0,0024
0,0017
0,0000
0,0000
0,0025
0,0035
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0000
0,0030
0,0024
0,0034
0,0024
0,0028
0,0023
0,0023
0,0022
0,0025
0,0030
0,0022
0,0030
0,0024
0,0035
0,0023
0,0037
0,0030
0,0025
0,0022
0,0034
0,0030
0,0032
0,0022
0,0029
0,0032
0,0030
0,0031
0,0032
0,0030
0,0029
0,0024
0,0023
0,0029
0,0024
0,0029
0,0029
0,0026
0,0023
0,0036
0,0044
0,0037
0,0026
0,0036
0,0034
0,0028
0,0037
0,0028
0,0028
0,0037
0,0030
0,0033
0,0024
0,0031
0,0025
0,0029
0,0024
0,0023
0,0039
0,0040
0,0024
0,0031
0,0028
0,0023
0,0025
0,0023
0,0031
0,0024
0,0022
0,0024
0,0031
0,0025
0,0033
0,0030
0,0031
0,0023
0,0029
0,0031
0,0045
0,0030
0,0031
0,0038
0,0025
0,0027
0,0039
0,0029
0,0033
0,0029
0,0033
0,0026
0,0024
0,0025
0,0031
0,0031
0,0024
0,0026
0,0027
0,0036
0,0025
0,0030
0,0026
0,0023
0,0028
0,0026
0,0029
0,0029
0,0034
0,0031
0,0031
0,0034
0,0024
0,0037
0,0026
0,0026
0,0025
0,0025
0,0036
0,0028
0,0035
0,0031
0,0034
0,0032
0,0033
0,0031
0,0027
0,0037
0,0032
0,0025
0,0034
0,0028
0,0026
0,0026
0,0029
0,0031
0,0022
0,0034
0,0025
0,0023
0,0027
0,0028
0,0023
0,0031
0,0026
0,0029
0,0033
0,0026
0,0026
0,0027
0,0025
0,0036
0,0035
0,0025
0,0030
0,0027
0,0025
0,0028
0,0031
0,0027
0,0030
0,0025
0,0025
0,0024
0,0030
0,0031
0,0030
0,0038
0,0034
0,0035
0,0035
0,0030
0,0033
0,0026
0,0035
0,0034
0,0036
0,0026
0,0026
0,0029
0,0024
0,0033
0,0026
0,0027
0,0034
0,0028
0,0030
0,0026
0,0035
0,0032
0,0026
0,0025
0,0024
0,0033
0,0030
0,0031
0,0036
0,0031
0,0031
0,0026
0,0035
0,0035
0,0025
0,0034
0,0033
0,0031
0,0031
0,0037
0,0029
0,0035
0,0027
0,0030
0,0040
0,0030
0,0027
0,0032
0,0032
0,0024
0,0026
0,0033
0,0036
0,0025
0,0024
0,0032
0,0029
0,0024
0,0025
0,0034
0,0033
0,0026
0,0024
0,0030
0,0025
0,0024
0,0026
0,0030
0,0024
0,0032
0,0027
0,0025
0,0026
0,0035
0,0024
0,0023
0,0033
0,0024
0,0027
0,0026
0,0021
0,0023
0,0030
0,0023
0,0022
0,0033
0,0031
0,0021
0,0022
0,0026
0,0024
0,0031
0,0030
0,0034
0,0024
0,0030
0,0035
0,0023
0,0028
0,0033
0,0026
0,0030
0,0032
0,0023
0,0026
0,0031
0,0025
0,0026
0,0034
0,0027
0,0029
0,0032
0,0023
0,0030
0,0026
0,0030
0,0027
0,0026
0,0035
0,0025
0,0030
0,0034
0,0026
0,0025
0,0031
0,0024
0,0024
0,0024
0,0035
0,0027
0,0026
0,0023
0,0025
0,0030
0,0024
0,0025
0,0033
0,0025
0,0027
0,0032
0,0036
0,0029
0,0030
0,0023
0,0028
0,0031
0,0032
0,0031
0,0032
0,0030
0,0029
0,0025
0,0032
0,0024
0,0032
0,0022
0,0023
0,0033
0,0025
0,0026
0,0023
0,0034
0,0024
0,0033
0,0034
0,0032
0,0025
0,0023
0,0021
0,0031
0,0030
0,0025
0,0029
0,0030
0,0024
0,0030
0,0037
0,0028
0,0025
0,0036
0,0024
0,0025
0,0029
0,0023
0,0026
0,0022
0,0023
0,0033
0,0025
0,0022
0,0034
0,0029
0,0028
0,0024
0,0024
0,0024
0,0024
0,0531
0,0034
0,0025
0,0027
0,0033
0,0028
0,0026
0,0025
0,0023
0,0025
0,0029
0,0025
0,0031
0,0028
0,0029
0,0028
0,0024
0,0024
0,0033
0,0031
0,0023
0,0024
0,0023
0,0025
0,0023
0,0028
0,0023
0,0029
0,0027
0,0027
0,0031
0,0025
0,0032
0,0026
0,0032
0,0031
0,0040
0,0035
0,0032
0,0026
0,0033
0,0030
0,0034
0,0021
0,0024
0,0024
0,0026
0,0030
0,0023
0,0025
0,0023
0,0023
0,0031
0,0031
0,0029
0,0033
0,0032
0,0030
0,0028
0,0027
0,0022
0,0025
0,0024
0,0024
0,0023
0,0023
0,0025
0,0022
0,0022
0,0023
0,0024
0,0027
0,0024
0,0036
0,0023
0,0024
0,0030
0,0030
0,0029
0,0031
0,0031
0,0031
0,0034
0,0035
0,0026
0,0036
0,0031
0,0028
0,0027
0,0032
0,0031
0,0025
0,0024
0,0024
0,0025
0,0031
0,0023
0,0028
0,0034
0,0028
0,0028
0,0037
0,0033
0,0025
0,0033
0,0026
0,0031
0,0033
0,0027
0,0033
0,0034
0,0025
0,0029
0,0025
0,0034
0,0032
0,0030
0,0033
0,0026
0,0034
0,0029
0,0027
0,0024
0,0033
0,0034
0,0031
0,0027
0,0026
0,0025
0,0025
0,0036
0,0027
0,0032
0,0025
0,0033
0,0033
0,0025
0,0028
0,0033
0,0026
0,0035
0,0034
0,0038
0,0034
0,0037
0,0040
0,0049
0,0036
0,0036
0,0037
0,0034
0,0032
0,0040
0,0033
0,0033
0,0033
0,0037
0,0028
0,0031
0,0031
0,0035
0,0032
0,0029
0,0034
0,0040
0,0036
0,0030
0,0034
0,0035
0,0036
0,0036
0,0034
0,0039
0,0034
0,0036
0,0036
0,0036
0,0036
0,0036
